unique_city,city,country,lat,lng
Bharatpur_Narayani Zone_Central Region_NP,Bharatpur,NP,27.861405020738,84.574227220088
Bhavnagar_Bhavnagar_Gujarat_IN,Bhavnagar,IN,21.76504104696566,72.12770706740756
Bhim Tal_Naini Tal_Uttarakhand_IN,Bhim Tal,IN,29.342676951561,79.558440123342
Bhuj_Kachchh_Gujarat_IN,Bhuj,IN,23.092864602894,69.518827191105
Bi'r `Ali Bin Khalifah_NaN_Safaqis_TN,Bi'r `Ali Bin Khalifah,TN,34.90453610266686,10.220779377207824
Bibai_NaN_Hokkaido_JP,Bibai,JP,43.297133042704,141.85018301742
Bibione_Provincia di Venezia_Veneto_IT,Bibione,IT,45.64786937116,13.011671579276
Bida_NaN_Niger_NG,Bida,NG,8.9312735126463,6.0323174780897
Big Sky_Gallatin County_Montana_US,Big Sky,US,45.319427802491,-111.1822118355
Biga_Province of Bulacan_Central Luzon_PH,Biga,PH,13.322158,121.177328
Biganos_Departement de la Gironde_Aquitaine_FR,Biganos,FR,44.621166887553,-0.96892000482834
Biggar_South Lanarkshire_Scotland_GB,Biggar,GB,55.673907586893,-3.5173490093805
Bigoudine_Taroudannt_Souss-Massa-Draa_MA,Bigoudine,MA,30.694765688262,-9.2219977512634
Biharea_Comuna Biharea_Bihor_RO,Biharea,RO,47.123943183648,21.899014971828
Bihoro_NaN_Hokkaido_JP,Bihoro,JP,43.824994365656,144.11505076337
Bijelo Polje_NaN_Bijelo Polje_ME,Bijelo Polje,ME,43.038746540172,19.752193959111
Bilaspur_Bilaspur_Himachal Pradesh_IN,Bilaspur,IN,31.353099718059,76.804742157071
Bilbays_NaN_Eastern Province_EG,Bilbays,EG,30.402365656817,31.513819109228
Billund_Billund Kommune_South Denmark_DK,Billund,DK,55.79335453718,9.1568894929367
Bilma_NaN_Agadez_NE,Bilma,NE,18.5686936,12.2902932
Biloela_Banana_Queensland_AU,Biloela,AU,-24.769986143056176,151.19673703226354
Binanga_NaN_North Sumatra_ID,Binanga,ID,1.2644328313162,99.745127239314
Binatli_NaN_Batman_TR,Binatli,TR,37.848548363503,41.185703171766
Binkolo_NaN_Northern Province_SL,Binkolo,SL,9.12168830069212,-12.113423397426187
Bir el Djir_NaN_Oran_DZ,Bir el Djir,DZ,35.709048566758,-0.51781008620343
Bira_NaN_Jewish Autonomous Oblast_RU,Bira,RU,49.02969584290451,132.32015152641188
Birakan_NaN_Jewish Autonomous Oblast_RU,Birakan,RU,49.06147499999999,131.64082305555556
Birdwood_Adelaide Hills_South Australia_AU,Birdwood,AU,-34.878693333197,138.95087076501
Birendranagar_NaN_Mid Western_NP,Birendranagar,NP,28.595507300001533,81.62246990000153
Birkhadem_NaN_Alger_DZ,Birkhadem,DZ,36.718055588683,3.0792382282264
Birni N Konni_NaN_Tahoua_NE,Birni N Konni,NE,13.805600700001618,5.269544500000003
Birnin Gaoure_NaN_Dosso_NE,Birnin Gaoure,NE,13.21079487882313,2.909365605511194
Bisee_NaN_Castries Quarter_LC,Bisee,LC,14.002776933402,-60.906423157675
Bishkek_NaN_Chuy_KG,Bishkek,KG,42.741772651552,74.554382606472
Bishkul_NaN_Soltustik Qazaqstan_KZ,Bishkul,KZ,54.931294688213,68.605400250459
Bishoftu_NaN_Oromiya_ET,Bishoftu,ET,8.840920049342357,38.82532963752564
Bismarck_Burleigh County_North Dakota_US,Bismarck,US,46.831262292169,-100.73523986962
Bissora_NaN_Oio_GW,Bissora,GW,12.174913799999995,-15.72371489997222
Bitlis_NaN_Bitlis_TR,Bitlis,TR,38.424483210495,42.126261516665
Bjarnum_Hassleholms Kommun_Skane_SE,Bjarnum,SE,56.223307823576,13.588749712612
Bjasta_OErnskoeldsviks Kommun_Vaesternorrland_SE,Bjasta,SE,63.252288590334,18.51897796784
Bjerringbro_Viborg Kommune_Central Jutland_DK,Bjerringbro,DK,56.455938039128,9.6233202056503
Bjornevatn_Sor-Varanger_Finnmark Fylke_NO,Bjornevatn,NO,69.747222940417,29.777381038665
Bjurholm_Bjurholms Kommun_Vaesterbotten_SE,Bjurholm,SE,63.818498990271,18.826900987038
Black Mountain_Sunshine Coast_Queensland_AU,Black Mountain,AU,-26.37813233008665,152.84990432223998
Black Rock_McKinley County_New Mexico_US,Black Rock,US,34.507985084872445,-108.3845999669722
Blackfalds_NaN_Alberta_CA,Blackfalds,CA,52.429107462945,-113.81903110149
Blackfoot_Bingham County_Idaho_US,Blackfoot,US,43.177179427529,-112.38242533539
Blackwater_Central Highlands_Queensland_AU,Blackwater,AU,-23.585665015826,148.81621296057
Bladel_Gemeente Bladel en Netersel_North Brabant_NL,Bladel,NL,51.349723948614,5.2124510509346
Blagodatnoye_NaN_Primorskiy_RU,Blagodatnoye,RU,44.1611858341,132.00100752363
Blagoveshchensk_NaN_Amur_RU,Blagoveshchensk,RU,50.25109698488512,127.57849123371868
Blagoveshchensk_NaN_Bashkortostan_RU,Blagoveshchensk,RU,55.043446002411,56.048668819849
Blair_Washington County_Nebraska_US,Blair,US,41.509238340411,-96.229986210126
Blakely_Early County_Georgia_US,Blakely,US,31.465180175597,-84.997924781147
Blanding_San Juan County_Utah_US,Blanding,US,37.527265962942,-109.62778534055
Blaye_Departement de la Gironde_Aquitaine_FR,Blaye,FR,45.10770378177117,-0.650614970750833
Blenheim_Marlborough District_Marlborough_NZ,Blenheim,NZ,-41.757257997197,174.22246700218
Bloomer_Chippewa County_Wisconsin_US,Bloomer,US,45.178303042104,-91.535381479368
Bloomfield_San Juan County_New Mexico_US,Bloomfield,US,36.545863951109,-107.97254728752
Bloro_NaN_East Nusa Tenggara_ID,Bloro,ID,-8.6821185507834,122.16329109874
Bluefields_NaN_Atlantico Sur_NI,Bluefields,NI,11.986476480685,-83.840839311946
Bluewater_NaN_Ontario_CA,Bluewater,CA,43.583970351549,-81.578320638054
Blufi_Palermo_Sicily_IT,Blufi,IT,37.746133728778,14.069083053892
Bo Phloi_NaN_Kanchanaburi_TH,Bo Phloi,TH,14.315493824079,99.558128375307
Boa Vista_Boa Vista_Roraima_BR,Boa Vista,BR,2.8181892816076,-60.719775963724
Boali_NaN_Ombella-Mpoko_CF,Boali,CF,4.8784917260846,18.000642056903
Bobo-Dioulasso_Province du Houet_High-Basins_BF,Bobo-Dioulasso,BF,11.134841548192,-4.3095755418917
Bocaiuva_Bocaiuva_Minas Gerais_BR,Bocaiuva,BR,-17.11415701504232,-43.82117125930417
Bodenkirchen_Lower Bavaria_Bavaria_DE,Bodenkirchen,DE,48.355179073313,12.397014782449
Bodinayakkanur_Theni_Tamil Nadu_IN,Bodinayakkanur,IN,9.9862685687644,77.210946564313
"Boditi_NaN_Southern Nations, Nationalities, and People's Region_ET",Boditi,ET,6.625285359781508,37.87077542465003
Boggabilla_Moree Plains_New South Wales_AU,Boggabilla,AU,-28.748722235009,150.41974999307
Boguchany_NaN_Krasnoyarskiy_RU,Boguchany,RU,58.385771777437,97.496436405001
Boguchar_NaN_Voronezj_RU,Boguchar,RU,49.96902916256,40.496563580945
Bohle Plains_Townsville_Queensland_AU,Bohle Plains,AU,-19.782333333333,146.82613888889
Bojnurd_NaN_Khorasan-e Shomali_IR,Bojnurd,IR,37.50281374621687,57.53713149091698
Bokani_NaN_Niger_NG,Bokani,NG,9.5187934796701,5.4012549695153
Bokombayevskoye_NaN_Ysyk-Koel_KG,Bokombayevskoye,KG,42.120601346557,76.90040069787
Boksitogorsk_NaN_Leningrad_RU,Boksitogorsk,RU,59.56364254398584,33.92443630706541
Bol_NaN_Splitsko-Dalmatinska_HR,Bol,HR,43.316459128561,16.683226981142
Boleslawiec_Powiat boleslawiecki_Lower Silesian Voivodeship_PL,Boleslawiec,PL,51.314027402351,15.585624302947
Bolgatanga_NaN_Upper East_GH,Bolgatanga,GH,10.753896258584,-0.86161958344229
Boliden_Skelleftea Kommun_Vaesterbotten_SE,Boliden,SE,64.80743083333333,20.347777222222224
Bolikhan_NaN_Bolikhamxai_LA,Bolikhan,LA,18.74544462143,103.67237486292
Boliqueime_Loule_Faro_PT,Boliqueime,PT,37.243376702679,-8.119046565075
Bologne_Departement de la Haute-Marne_Champagne-Ardenne_FR,Bologne,FR,48.19210632758,5.132911084337
Bom Despacho_Bom Despacho_Minas Gerais_BR,Bom Despacho,BR,-19.785816998368,-45.167834496793
Bombala_Bombala_New South Wales_AU,Bombala,AU,-36.796499999506,149.28269444675
Bonavista_NaN_Newfoundland and Labrador_CA,Bonavista,CA,48.65604542665236,-53.09931146740134
Bondo_NaN_Eastern Province_CD,Bondo,CD,3.573379476978,23.72612110508
Bondurant_Polk County_Iowa_US,Bondurant,US,41.688521353762,-93.46317638229
Boneh-ye Hoseyn Kaluli_NaN_Khuzestan_IR,Boneh-ye Hoseyn Kaluli,IR,32.28629709292164,48.43079417198694
"Bonga_NaN_Southern Nations, Nationalities, and People's Region_ET",Bonga,ET,7.1129409576826,36.663259469629
Bongor_NaN_Mayo-Kebbi Est_TD,Bongor,TD,10.562740589584,15.579491988911
Bonneauville_Adams County_Pennsylvania_US,Bonneauville,US,39.883138706807,-77.138214021329
Bonnet Bay_Sutherland Shire_New South Wales_AU,Bonnet Bay,AU,-34.007740746084,151.05052389543
Bonpland_NaN_Corrientes_AR,Bonpland,AR,-29.765820269287,-57.367969123467
Bonriki Village_Tarawa_Gilbert Islands_KI,Bonriki Village,KI,1.3837357927622,173.14283438926
Bony_NaN_Gyor-Moson-Sopron_HU,Bony,HU,47.702384799693,17.874992018478
Booneville_Logan County_Arkansas_US,Booneville,US,35.181051974871,-93.927826526725
Boonville_Mendocino County_California_US,Boonville,US,39.026173173781,-123.38179634785
Bordertown_Tatiara_South Australia_AU,Bordertown,AU,-36.260001049745,140.68723537975
Bording Kirkeby_Ikast-Brande Kommune_Central Jutland_DK,Bording Kirkeby,DK,56.016008709682,9.3533920967698
Borgarnes_NaN_West_IS,Borgarnes,IS,64.925304025437,-21.53483539127
Borgholm_Borgholms Kommun_Kalmar_SE,Borgholm,SE,57.243818067415,16.990339323751
Borino_Obshtina Borino_Smolyan_BG,Borino,BG,41.652194986937,24.340685983256
Borki_Powiat radzynski_Lublin Voivodeship_PL,Borki,PL,51.793037138043,22.527616608893
Borovichi_NaN_Novgorod_RU,Borovichi,RU,58.379639332921,33.903744602048
Bortigiadas_Provincia di Olbia-Tempio_Sardinia_IT,Bortigiadas,IT,40.875569928224,9.0397767588745
Bosansko Grahovo_NaN_Federation of Bosnia and Herzegovina_BA,Bosansko Grahovo,BA,44.37760655486556,16.324489679736796
Botelhos_Botelhos_Minas Gerais_BR,Botelhos,BR,-21.645799703354,-46.368505621431
Bou Attouche_NaN_Qabis_TN,Bou Attouche,TN,33.817589042613,9.5217923828281
Bou Tlelis_NaN_Oran_DZ,Bou Tlelis,DZ,35.601817200181,-0.90886038091785
Bouar_NaN_Nana-Mambere_CF,Bouar,CF,5.7988174489314,15.151312839046
Bouira_NaN_Bouira_DZ,Bouira,DZ,36.424839639524,3.920817022948
Boukhalef_Tanger-Assilah_Tanger-Tetouan_MA,Boukhalef,MA,35.786417959431,-5.8848890787483
Boulder_Kalgoorlie/Boulder_Western Australia_AU,Boulder,AU,-31.032583334986,121.30849999334
Bourg_Terrebonne Parish_Louisiana_US,Bourg,US,29.525673251523,-90.59920423051
Bourke_Bourke_New South Wales_AU,Bourke,AU,-29.235333335237,145.84955555238
Bovina_Parmer County_Texas_US,Bovina,US,34.632657721055,-103.07707481944
Bowen_Whitsunday_Queensland_AU,Bowen,AU,-19.92039239459,147.83052077655
Bowenfels_Lithgow_New South Wales_AU,Bowenfels,AU,-33.517444446369,150.07133332906
Bowling Green_Warren County_Kentucky_US,Bowling Green,US,37.055162451683,-86.588873804367
Box Elder_Pennington County_South Dakota_US,Box Elder,US,43.805497282209,-102.56038436098
Boyalik_NaN_Istanbul_TR,Boyalik,TR,41.271811637788,28.60941059915
Boyceville_Dunn County_Wisconsin_US,Boyceville,US,44.953683318692,-92.094388853077
Boyne City_Charlevoix County_Michigan_US,Boyne City,US,45.093787032659,-84.887947659917
Boyolali_NaN_Central Java_ID,Boyolali,ID,-7.5368892567871,110.64258493938
Bradford_Penobscot County_Maine_US,Bradford,US,45.179968127032,-68.877096198987
Brady_McCulloch County_Texas_US,Brady,US,31.065008383314,-99.267974773608
Bragado_Partido de Bragado_Buenos Aires_AR,Bragado,AR,-35.113889718099,-60.419650415528
Brandon_Rutland County_Vermont_US,Brandon,US,43.940573553287,-72.960238632854
Brandsen_Partido de Brandsen_Buenos Aires_AR,Brandsen,AR,-35.190708186639,-58.358337786435
Branson_Taney County_Missouri_US,Branson,US,36.714269958541,-93.276139512243
Branszczyk_Powiat wyszkowski_Masovian Voivodeship_PL,Branszczyk,PL,52.656384222189,21.572273325983
Branxton_Cessnock_New South Wales_AU,Branxton,AU,-32.480194444312,151.43308333374
Bras_Departement du Var_Provence-Alpes-Cote d'Azur_FR,Bras,FR,43.444143871346,5.9449640149461
Brasilia de Minas_Brasilia De Minas_Minas Gerais_BR,Brasilia de Minas,BR,-16.092949697753212,-44.61873949436824
Bratsk_NaN_Irkutsk_RU,Bratsk,RU,56.296224074082,101.76786194823
Bredbyn_OErnskoeldsviks Kommun_Vaesternorrland_SE,Bredbyn,SE,63.431467178384,18.194187363461
Brejinho_Brejinho_Rio Grande do Norte_BR,Brejinho,BR,-6.2596315496423,-35.32917200645
Bretcu_Comuna Bretcu_Covasna_RO,Bretcu,RO,45.97218317766309,26.44868606901945
Brewarrina_Brewarrina_New South Wales_AU,Brewarrina,AU,-29.988888937549,146.86652777586
Brezovo_Obshtina Brezovo_Plovdiv_BG,Brezovo,BG,42.204985442283,25.101396506819
Briceni_NaN_Briceni_MD,Briceni,MD,48.34902314836,27.215578886763
Bridgeport_Morrill County_Nebraska_US,Bridgeport,US,41.688254749022,-103.09773019514
Bridgewater_Brighton_Tasmania_AU,Bridgewater,AU,-42.503520274691,147.38028041346
Brighton_Adams County_Colorado_US,Brighton,US,39.967439872758,-104.83040580592
Brikama Nding_NaN_Central River_GM,Brikama Nding,GM,13.539448400934,-14.936202533565
Brits_Bojanala Platinum District Municipality_North-West_ZA,Brits,ZA,-25.653085338557,27.87791384957
Broby_Ostra Goinge Kommun_Skane_SE,Broby,SE,56.24530026229,14.063098061559
Brockville_NaN_Ontario_CA,Brockville,CA,44.576021770547,-75.704848709673
Brockway_Jefferson County_Pennsylvania_US,Brockway,US,41.212205664309,-78.794877811197
Broken Hill_Broken Hill Municipality_New South Wales_AU,Broken Hill,AU,-32.016305517731,141.27025003264
Bromont_Monteregie_Quebec_CA,Bromont,CA,45.316927204631,-72.643831828129
Bronson_Branch County_Michigan_US,Bronson,US,41.755629999709,-85.160503305202
Bronte_Catania_Sicily_IT,Bronte,IT,37.729187953309,14.831811641228
Brooks_NaN_Alberta_CA,Brooks,CA,50.705819444317,-111.96438333453
Brooksville_Noxubee County_Mississippi_US,Brooksville,US,33.292562507326,-88.554867517988
Broome_Broome_Western Australia_AU,Broome,AU,-17.855833336333,122.45902777128
Brossard_Monteregie_Quebec_CA,Brossard,CA,45.38952110053,-73.405932714314
Brostadbotn_Dyroy_Troms_NO,Brostadbotn,NO,69.07471752913038,17.547243786226236
Brotas_Brotas_Sao Paulo_BR,Brotas,BR,-22.291136004897574,-48.04273530867511
Broughton Astley_Leicestershire_England_GB,Broughton Astley,GB,52.507255778284,-1.2506877985356
Broulee_Eurobodalla_New South Wales_AU,Broulee,AU,-35.802913880129,150.22281110472
Brown Hill_NaN_Victoria_AU,Brown Hill,AU,-37.335899126918,143.9479316292
Brownfield_Terry County_Texas_US,Brownfield,US,33.182490972435,-102.45509643917
Brownsville_Linn County_Oregon_US,Brownsville,US,44.39354716528,-122.98449420669
Brownsweg_NaN_Brokopondo_SR,Brownsweg,SR,4.2563733888889,-55.44795225
Bruhagen_Averoy_More og Romsdal_NO,Bruhagen,NO,63.012291179251,7.5473270620232
Brumado_Brumado_Bahia_BR,Brumado,BR,-14.164791767758,-41.537470369483
Brunflo_OEstersunds Kommun_Jaemtland_SE,Brunflo,SE,62.926267974219,14.844004711012
Brunswick_Columbus County_North Carolina_US,Brunswick,US,34.302425116915,-78.719339359837
Brusque_Brusque_Santa Catarina_BR,Brusque,BR,-27.190421542014,-49.064607466126
Brzesc Kujawski_Powiat wloclawski_Kujawsko-Pomorskie_PL,Brzesc Kujawski,PL,52.5907651569,18.989647837286
Brzeziny_Powiat brzezinski_Lodz Voivodeship_PL,Brzeziny,PL,51.802244438243,19.727956412894
Bucak_NaN_Burdur_TR,Bucak,TR,37.457204383856,30.560549135318
Bucaramanga_NaN_Santander_CO,Bucaramanga,CO,7.113556651852,-73.069428847285
Buchanan Dam_Llano County_Texas_US,Buchanan Dam,US,30.764022402685,-98.536872902125
Buchanan_NaN_Grand Bassa_LR,Buchanan,LR,6.1179645438211,-10.136637758341
Buckingham_Buckingham County_Virginia_US,Buckingham,US,37.769650199001,-78.610673699133
Buda-Kashalyova_NaN_Gomel_BY,Buda-Kashalyova,BY,52.772357228847,30.75541791946
Budaka_Budaka District_Eastern Region_UG,Budaka,UG,1.1199885087467,33.921680293195
Budesti_Comuna Budesti_Bistrita-Nasaud_RO,Budesti,RO,46.835811993637,24.237011713765
Budva_NaN_Budva_ME,Budva,ME,42.324869150709,18.780785552736
Buena Vista (Puxcatan)_Macuspana_Tabasco_MX,Buena Vista (Puxcatan),MX,17.716587999843,-92.595188005153
Buenaventura_NaN_Valle del Cauca_CO,Buenaventura,CO,3.8856069961449,-77.070478996735
Buenos Aires_NaN_Cauca_CO,Buenos Aires,CO,3.0999831491117,-76.671247882755
Buenos Aires_NaN_Puntarenas_CR,Buenos Aires,CR,9.0221376927744,-83.315831561681
Buffalo_Harper County_Oklahoma_US,Buffalo,US,36.850932975094,-99.619957910911
Buffalo_Johnson County_Wyoming_US,Buffalo,US,44.529028246414,-106.80341996946
Bugant_NaN_Selenge_MN,Bugant,MN,49.783075208939,106.65061087239
Buis-les-Baronnies_Departement de la Drome_Rhone-Alpes_FR,Buis-les-Baronnies,FR,44.485385492736,5.3852633292101
Buk_NaN_Vas_HU,Buk,HU,47.481619999451,16.796929998873
Buka_NaN_Bougainville_PG,Buka,PG,-5.5859853985971,155.0489696118
Bukavu_NaN_South Kivu_CD,Bukavu,CD,-2.4068688222657,28.816177274906
Bukuru_NaN_Plateau_NG,Bukuru,NG,9.8061466345798,8.9167053583466
Bulahdelah_Great Lakes_New South Wales_AU,Bulahdelah,AU,-32.329064185184,152.33312360094
Bulaon_Province of Pampanga_Central Luzon_PH,Bulaon,PH,15.091949895507,120.64381129521
Bulawayo_NaN_Bulawayo_ZW,Bulawayo,ZW,-20.547472,28.505807861111
Bulls_Rangitikei District_Manawatu-Wanganui_NZ,Bulls,NZ,-40.103224133517,175.57853106082
Bulnes_Provincia de Nuble_Biobio_CL,Bulnes,CL,-36.741264164921,-72.2818885004
Bulolo_Bulolo_Morobe_PG,Bulolo,PG,-7.2147222210452,146.65305562132
Bulungu_NaN_Bandundu_CD,Bulungu,CD,-4.5860310768659,18.692322047626
Bumbuna_NaN_Northern Province_SL,Bumbuna,SL,9.0351664888229,-11.553254360202
Bundaberg_Bundaberg_Queensland_AU,Bundaberg,AU,-24.866414843911,152.35215649238
Bung Khla_NaN_Changwat Bueng Kan_TH,Bung Khla,TH,18.411741879655,103.83422238473
Bungo-Takada-shi_NaN_Oita_JP,Bungo-Takada-shi,JP,33.440268018206,131.39239052787
Bunia_NaN_Eastern Province_CD,Bunia,CD,1.4585539406192,30.027803108459
Buraydah_NaN_Al-Qassim_SA,Buraydah,SA,26.324962478739,43.977176137024
Burdur_NaN_Burdur_TR,Burdur,TR,37.646692527726,30.372086107396
Bure_NaN_Amhara_ET,Bure,ET,10.228055622066,36.986108313778
Burea_Skelleftea Kommun_Vaesterbotten_SE,Burea,SE,64.37831902872959,21.38187503113065
Burgh le Marsh_Lincolnshire_England_GB,Burgh le Marsh,GB,53.14781108820689,0.1720689441511326
Burin_NaN_West Bank_PS,Burin,PS,32.17285685095,35.250798247568
Burney_Shasta County_California_US,Burney,US,40.874603926698,-121.74076848908
Burnie_Burnie_Tasmania_AU,Burnie,AU,-41.057163067017,145.86752642755
Burns Flat_Washita County_Oklahoma_US,Burns Flat,US,35.421360551882,-99.239206480608
Burtenbach_Swabia_Bavaria_DE,Burtenbach,DE,48.341638201731,10.480525097546
Burunday_NaN_Almaty Oblysy_KZ,Burunday,KZ,43.172084909274,76.455568590333
Busayra_NaN_Tafielah_JO,Busayra,JO,30.530125737789,35.567326466289
Bushenyi_Bushenyi District_Western Region_UG,Bushenyi,UG,-0.46947580665186,30.108113129588
Bushland_Potter County_Texas_US,Bushland,US,35.419911591816,-102.09537608061
Businga_NaN_Equateur_CD,Businga,CD,3.4155433961484,20.455585313811
Buta_NaN_Eastern Province_CD,Buta,CD,2.6075378311516,24.81540784014
Butare_NaN_Southern Province_RW,Butare,RW,-2.646180641734774,29.61515063722081
Butjadingen_NaN_Lower Saxony_DE,Butjadingen,DE,53.477082811898,8.386282505508
Buttonwillow_Kern County_California_US,Buttonwillow,US,35.529051063986,-119.47458765802
Butubut Norte_Province of La Union_Ilocos_PH,Butubut Norte,PH,16.768456689465,120.40353669633
Buxton_Dare County_North Carolina_US,Buxton,US,35.235084611172,-75.775944436101
Buyukkaristiran_NaN_Kirklareli_TR,Buyukkaristiran,TR,41.289535016132,27.606488250189
Byers_Arapahoe County_Colorado_US,Byers,US,39.74001621033,-104.03175514003
Bystrovka_NaN_Chuy_KG,Bystrovka,KG,43.329963844864,75.65104757344
Bystryanka_NaN_Altai Krai_RU,Bystryanka,RU,52.250480103392,85.859532033699
Byumba_NaN_Northern Province_RW,Byumba,RW,-1.714220143441646,29.89583758337428
Ca' degli Oppi_Provincia di Verona_Veneto_IT,Ca' degli Oppi,IT,45.301029930357,11.143269795054
Caarapo_Caarapo_Mato Grosso do Sul_BR,Caarapo,BR,-22.640770378038,-54.813092991447
Cabana_San Roman_Puno_PE,Cabana,PE,-15.714107855953,-70.363872207456
Cabinda_NaN_Cabinda_AO,Cabinda,AO,-5.4055456329764,12.204082687239
Cabiraoan_Province of Cagayan_Cagayan Valley_PH,Cabiraoan,PH,18.306931016008143,122.11713224370828
Cabrera_NaN_Cundinamarca_CO,Cabrera,CO,3.9892541245788,-74.486307755915
Cabrero_Provincia de Biobio_Biobio_CL,Cabrero,CL,-37.040862426372,-72.388739463726
Cache Creek_NaN_British Columbia_CA,Cache Creek,CA,51.01283825699448,-121.53667935514088
Cacheu_NaN_Cacheu_GW,Cacheu,GW,12.406098182389004,-16.004660242714
Cachoeirinha_Cachoeirinha_Rio Grande do Sul_BR,Cachoeirinha,BR,-29.959545653113,-51.089545211673
Cafayate_Cafayete_Salta_AR,Cafayate,AR,-26.032222222222,-65.858055555556
Caguas_NaN_Caguas_PR,Caguas,PR,18.200880375739,-66.05098479114
Cahaba Heights_Jefferson County_Alabama_US,Cahaba Heights,US,33.45284551614,-86.74372664354
Caherconlish_County Limerick_Munster_IE,Caherconlish,IE,52.625309726564,-8.4966753312856
Cahors_Departement du Lot_Midi-Pyrenees_FR,Cahors,FR,44.497711421063,1.5544758640491
Cahuanuyo_Provincia de Canas_Cusco_PE,Cahuanuyo,PE,-14.330784286138,-71.448248342781
Cahul_NaN_Cahul_MD,Cahul,MD,45.814244106065,28.18447919759
Caibarien_NaN_Villa Clara_CU,Caibarien,CU,22.523987014936,-79.376664784752
Caico_Caico_Rio Grande do Norte_BR,Caico,BR,-6.4445009685811,-37.157590754835
Cakirlar_NaN_Antalya_TR,Cakirlar,TR,36.807579769426,30.583589392623
Cala_Chris Hani District Municipality_Eastern Cape_ZA,Cala,ZA,-31.48954497175579,27.711889721698142
Calais_Washington County_Maine_US,Calais,US,45.12075827786,-67.323972668999
Calama_Provincia de El Loa_Antofagasta_CL,Calama,CL,-22.627135107783,-68.622356614035
Calamonte_Provincia de Badajoz_Extremadura_ES,Calamonte,ES,38.86601741565,-6.3638181782958
Calapuja_Provincia de Lampa_Puno_PE,Calapuja,PE,-15.381189707579,-70.162295205601
Calatanazor_Provincia de Soria_Castille and Leon_ES,Calatanazor,ES,41.729543798739,-2.7803427741652
Calauag_Province of Quezon_Calabarzon_PH,Calauag,PH,13.976421305976654,122.32438079917937
Calbayog City_Province of Samar_Eastern Visayas_PH,Calbayog City,PH,12.065526698727224,124.59818506624975
Calbiga_Province of Samar_Eastern Visayas_PH,Calbiga,PH,11.572364290952,124.99983845038
Calbuco_NaN_Los Lagos_CL,Calbuco,CL,-41.951093087591,-72.684145618305
Calcara_Provincia di Bologna_Emilia-Romagna_IT,Calcara,IT,44.534928326783,11.121658350715
Calceta_NaN_Manabi_EC,Calceta,EC,-0.84353610159688,-80.169235896893
Caldas Novas_Caldas Novas_Goias_BR,Caldas Novas,BR,-17.52639233578324,-48.72882716268394
Caldono_NaN_Cauca_CO,Caldono,CO,2.8751649869577,-76.551306745279
Caledon_Overberg District Municipality_Western Cape_ZA,Caledon,ZA,-34.162129663863,19.438727616925
Calhoun_Gordon County_Georgia_US,Calhoun,US,34.539146571087,-84.937325455237
Caluquembe_NaN_Huila_AO,Caluquembe,AO,-13.921969444444445,14.003458333333327
Camaleno_Provincia de Cantabria_Cantabria_ES,Camaleno,ES,43.118106249448,-4.7762536544115
Camana_Provincia de Camana_Arequipa_PE,Camana,PE,-16.628315142512,-72.711504360986
Camaqua_Camaqua_Rio Grande do Sul_BR,Camaqua,BR,-30.833436944491,-51.800594231975
Cambebba_Caucaia_Ceara_BR,Cambebba,BR,-3.5445693262624,-38.809261714967
Cambridge_Dorchester County_Maryland_US,Cambridge,US,38.474341809054,-76.072365126418
Camelford_Cornwall_England_GB,Camelford,GB,50.58229022727272,-4.703926540909092
Cameron Park_Cameron County_Texas_US,Cameron Park,US,25.96890861961668,-97.37839020493932
Cameron_Cameron Parish_Louisiana_US,Cameron,US,29.785125536278,-93.282122754205
Camiri_NaN_Santa Cruz_BO,Camiri,BO,-20.097652899508,-63.491069900559
Camliyayla_NaN_Mersin_TR,Camliyayla,TR,37.149234530111,34.714540406478
Camocim_Camocim_Ceara_BR,Camocim,BR,-2.8788815851614,-40.850087763701
Campagne-les-Hesdin_Departement du Pas-de-Calais_Nord-Pas-de-Calais_FR,Campagne-les-Hesdin,FR,50.384910064327,1.8979359561174
Campbell River_NaN_British Columbia_CA,Campbell River,CA,49.896440189184,-125.15511808548
Campina Verde_Campina Verde_Minas Gerais_BR,Campina Verde,BR,-19.351124420588,-49.912503402143
Campo Grande_Campo Grande_Mato Grosso do Sul_BR,Campo Grande,BR,-20.861595109524,-54.508658259263
Campo Mourao_Campo Mourao_Parana_BR,Campo Mourao,BR,-24.179017585869,-52.494705243157
Campo_San Diego County_California_US,Campo,US,32.533500691042,-116.39156846187
Campofelice di Roccella_Palermo_Sicily_IT,Campofelice di Roccella,IT,37.990031787475,13.86917158074
Campos Novos_Campos Novos_Santa Catarina_BR,Campos Novos,BR,-27.46498037648,-50.984586259984
Campos do Jordao_Campos Do Jordao_Sao Paulo_BR,Campos do Jordao,BR,-22.82758127242,-45.646872818695
Canandaigua_Ontario County_New York_US,Canandaigua,US,42.854231866299,-77.238232936499
Canchayllo_Provincia de Jauja_Junin_PE,Canchayllo,PE,-11.760885349124,-75.71794335984
Cancun_NaN_Quintana Roo_MX,Cancun,MX,21.16578472655,-86.919428184434
Candelaria Loxicha_NaN_Oaxaca_MX,Candelaria Loxicha,MX,15.936133510502,-96.475859961131
Candelaria_NaN_Valle del Cauca_CO,Candelaria,CO,3.4113476819937,-76.41890063766
Canelones_NaN_Canelones_UY,Canelones,UY,-34.436591674498,-56.264870252026
